PH_ID	OS_ID
PH01001060G0330	OS08G0193700
PH01001060G0550	OS07G0448800
PH01001061G0030	OS03G0824600
PH01001061G0100	OS05G0168200
PH01001062G0220	OS03G0579200
PH01001062G0350	OS03G0582000
PH01001063G0030	OS12G0256300
PH01001063G0080	OS08G0159500
PH01001063G0110	OS03G0752300
PH01001063G0170	OS08G0159100
PH01001063G0320	OS08G0158500
PH01001063G0490	OS08G0157900
PH01001064G0020	OS05G0116700
PH01001064G0040	OS05G0116100
PH01001064G0110	OS05G0116000
PH01001064G0140	OS05G0115900
PH01001064G0150	OS05G0115800
PH01001064G0210	OS05G0115700
PH01001064G0370	OS12G0567300
PH01001064G0420	OS05G0114500
PH01001064G0600	OS05G0114100
PH01001064G0630	OS05G0114000
PH01001064G0640	OS05G0113900
PH01001065G0020	OS12G0589100
PH01001065G0050	OS12G0588900
PH01001065G0060	OS12G0588800
PH01001065G0210	OS12G0586600
PH01001065G0220	OS03G0240900
PH01001065G0270	OS12G0586300
PH01001065G0430	OS12G0583900
PH01001065G0460	OS12G0583700
PH01001065G0580	OS09G0256100
PH01001066G0050	OS02G0594900
PH01001066G0170	OS04G0479100
PH01001066G0250	OS04G0136900
PH01001066G0300	OS02G0595800
PH01001066G0390	OS01G0837900
PH01001066G0400	OS12G0460800
PH01001066G0520	OS06G0102300
PH01001067G0070	OS04G0633300
PH01001067G0090	OS08G0179000
PH01001067G0170	OS09G0551251
PH01001067G0200	OS04G0631800
PH01001067G0210	OS04G0631600
PH01001067G0310	OS08G0179900
PH01001067G0320	OS08G0180000
PH01001067G0330	OS08G0180100
PH01001067G0360	OS08G0180300
PH01001068G0380	OS08G0167000
PH01001068G0390	OS08G0167000
PH01001068G0560	OS08G0163500
PH01001068G0580	OS08G0163600
PH01001069G0040	OS05G0215800
PH01001069G0370	OS05G0318100
PH01001069G0410	OS03G0823700
PH01001070G0010	OS12G0287300
PH01001070G0070	OS12G0117200
PH01001070G0100	OS02G0464500
PH01001070G0600	OS11G0116550
PH01001070G0610	OS12G0115900
PH01001070G0640	OS01G0212900
PH01001070G0650	OS12G0115500
PH01001071G0020	OS07G0264100
PH01001071G0240	OS07G0260000
PH01001071G0280	OS07G0259700
PH01001071G0470	OS03G0343700
PH01001071G0480	OS08G0549300
PH01001071G0530	OS09G0538400
PH01001071G0540	OS08G0548900
PH01001071G0570	OS09G0536400
PH01001071G0580	OS01G0121100
PH01001072G0140	OS08G0467300
PH01001072G0150	OS09G0450300
PH01001072G0280	OS09G0451000
PH01001072G0470	OS09G0451400
PH01001072G0490	OS09G0451500
PH01001072G0510	OS08G0467600
PH01001073G0530	OS10G0206500
PH01001074G0010	OS01G0232100
PH01001074G0390	OS01G0227300
PH01001074G0410	OS01G0227200
PH01001074G0430	OS01G0227100
PH01001074G0520	OS01G0226500
PH01001074G0560	OS01G0226300
PH01001074G0670	OS01G0226200
PH01001075G0100	OS04G0396800
PH01001075G0120	OS12G0230100
PH01001075G0130	OS04G0397400
PH01001075G0390	OS04G0398000
PH01001075G0490	OS08G0538000
PH01001075G0500	OS04G0398600
PH01001075G0520	OS04G0398800
PH01001075G0530	OS09G0516500
PH01001075G0590	OS04G0671800
PH01001076G0480	OS08G0337700
PH01001076G0500	OS08G0337300
PH01001076G0510	OS08G0337300
PH01001076G0520	OS05G0389800
PH01001076G0530	OS05G0389800
PH01001076G0540	OS05G0389800
PH01001077G0120	OS06G0198700
PH01001077G0260	OS06G0199402
PH01001077G0300	OS06G0199500
PH01001077G0400	OS06G0199800
PH01001077G0410	OS02G0779200
PH01001077G0650	OS01G0695700
PH01001078G0190	OS10G0391100
PH01001078G0250	OS10G0391200
PH01001078G0280	OS10G0391400
PH01001078G0420	OS10G0392400
PH01001078G0680	OS05G0207200
PH01001079G0110	OS07G0445600
PH01001079G0370	OS07G0440100
PH01001079G0490	OS07G0438800
PH01001079G0570	OS07G0439100
PH01001080G0050	OS09G0394900
PH01001080G0120	OS08G0451400
PH01001080G0130	OS09G0434200
PH01001080G0230	OS09G0434500
PH01001080G0330	OS03G0262700
PH01001080G0360	OS09G0436300
PH01001080G0390	OS09G0433000
PH01001080G0410	OS09G0432900
PH01001080G0510	OS12G0431100
PH01001081G0030	OS01G0938100
PH01001081G0120	OS01G0936800
PH01001081G0150	OS05G0372400
PH01001081G0160	OS01G0936100
PH01001081G0360	OS01G0935700
PH01001081G0390	OS01G0935500
PH01001081G0420	OS01G0935300
PH01001082G0140	OS04G0244500
PH01001082G0250	OS01G0499300
PH01001082G0410	OS01G0501800
PH01001083G0050	OS11G0168300
PH01001083G0060	OS11G0168500
PH01001083G0100	OS11G0169600
PH01001083G0150	OS12G0168700
PH01001083G0160	OS12G0168700
PH01001083G0220	OS12G0168900
PH01001083G0270	OS01G0977400
PH01001083G0290	OS11G0170200
PH01001083G0340	OS12G0169400
PH01001083G0350	OS02G0702000
PH01001083G0360	OS11G0171300
PH01001083G0380	OS12G0118400
PH01001083G0400	OS11G0171500
PH01001083G0430	OS11G0171700
PH01001083G0520	OS09G0125400
PH01001084G0070	OS02G0686400
PH01001084G0440	OS09G0106700
PH01001085G0160	OS07G0557500
PH01001086G0140	OS08G0398800
PH01001086G0190	OS08G0398400
PH01001086G0260	OS09G0360400
PH01001086G0290	OS05G0535800
PH01001087G0150	OS06G0326400
PH01001087G0490	OS06G0326000
PH01001087G0530	OS06G0325500
PH01001088G0090	OS11G0607200
PH01001088G0110	OS03G0324600
PH01001088G0220	OS04G0462500
PH01001088G0320	OS11G0610700
PH01001088G0350	OS06G0213400
PH01001088G0460	OS11G0615100
PH01001088G0480	OS11G0615700
PH01001088G0490	OS11G0615800
PH01001088G0510	OS11G0616200
PH01001088G0550	OS11G0616300
PH01001089G0220	OS11G0251200
PH01001090G0120	OS10G0457400
PH01001090G0180	OS03G0803100
PH01001090G0270	OS01G0115600
PH01001090G0360	OS01G0898300
PH01001090G0370	OS01G0117900
PH01001090G0480	OS01G0118000
PH01001090G0490	OS03G0748800
PH01001090G0500	OS01G0118100
PH01001090G0580	OS01G0118300
PH01001090G0620	OS01G0118400
PH01001090G0640	OS05G0131500
PH01001091G0170	OS10G0113900
PH01001091G0280	OS10G0113900
PH01001091G0290	OS10G0114400
PH01001091G0310	OS10G0115200
PH01001091G0370	OS01G0888700
PH01001092G0040	OS12G0162500
PH01001092G0100	OS12G0162100
PH01001092G0270	OS11G0158600
PH01001092G0280	OS12G0160400
PH01001092G0350	OS12G0160200
PH01001092G0460	OS12G0159600
PH01001092G0470	OS12G0159000
PH01001093G0240	OS08G0256000
PH01001094G0060	OS07G0680600
PH01001094G0160	OS07G0680300
PH01001094G0220	OS07G0679700
PH01001094G0230	OS03G0336200
PH01001094G0250	OS03G0336200
PH01001094G0380	OS07G0679200
PH01001094G0390	OS07G0679100
PH01001094G0470	OS07G0679000
PH01001094G0480	OS07G0678600
PH01001094G0520	OS07G0678300
PH01001094G0540	OS07G0678300
PH01001094G0550	OS07G0677900
PH01001095G0270	OS03G0390600
PH01001095G0280	OS02G0572400
PH01001095G0560	OS04G0449900
PH01001096G0090	OS03G0655300
PH01001096G0100	OS03G0655200
PH01001096G0250	OS04G0602500
PH01001096G0260	OS03G0729500
PH01001096G0350	OS03G0729900
PH01001096G0370	OS03G0729900
PH01001096G0530	OS04G0352400
PH01001097G0170	OS10G0159600
PH01001097G0330	OS09G0345400
PH01001098G0040	OS03G0799200
PH01001098G0250	OS03G0798600
PH01001098G0300	OS03G0798300
PH01001098G0440	OS03G0797800
PH01001098G0450	OS03G0797700
PH01001098G0490	OS03G0797400
PH01001098G0530	OS03G0797400
PH01001099G0110	OS05G0451900
PH01001099G0230	OS05G0451300
PH01001099G0310	OS05G0450600
PH01001099G0510	OS05G0449900
PH01001099G0640	OS03G0749500
PH01001100G0090	OS11G0490300
PH01001100G0140	OS11G0490600
PH01001100G0170	OS08G0398350
PH01001100G0250	OS11G0490900
PH01001101G0070	OS02G0762300
PH01001101G0120	OS03G0100010
PH01001101G0160	OS07G0100800
PH01001101G0220	OS07G0100500
PH01001101G0230	OS07G0100300
PH01001101G0300	OS07G0100200
PH01001102G0050	OS06G0194000
PH01001102G0130	OS06G0194900
PH01001102G0170	OS06G0195600
PH01001102G0260	OS06G0195800
PH01001102G0270	OS07G0110200
PH01001102G0300	OS06G0196200
PH01001102G0310	OS06G0196300
PH01001102G0430	OS06G0104300
PH01001102G0470	OS02G0106100
PH01001102G0540	OS06G0104400
PH01001102G0580	OS06G0196600
PH01001103G0240	OS07G0270950
PH01001103G0290	OS07G0171300
PH01001103G0370	OS07G0171100
PH01001103G0520	OS07G0170300
PH01001103G0530	OS07G0170200
PH01001104G0260	OS05G0302600
PH01001104G0340	OS05G0302300
PH01001104G0450	OS02G0227400
PH01001104G0460	OS05G0301600
PH01001104G0490	OS07G0408100
PH01001104G0540	OS03G0155566
PH01001105G0210	OS03G0133900
PH01001105G0500	OS03G0837100
PH01001105G0550	OS07G0252000
PH01001107G0320	OS06G0234100
PH01001107G0490	OS06G0233400
PH01001107G0500	OS06G0233200
PH01001107G0540	OS02G0743200
PH01001108G0070	OS01G0665200
PH01001108G0120	OS01G0665300
PH01001108G0190	OS01G0665400
PH01001108G0340	OS01G0666500
PH01001108G0360	OS05G0565100
PH01001108G0520	OS01G0667200
PH01001109G0010	OS05G0113900
PH01001109G0060	OS05G0113900
PH01001109G0130	OS03G0278900
PH01001109G0260	OS03G0278300
PH01001109G0280	OS03G0278200
PH01001109G0290	OS03G0278000
PH01001109G0380	OS03G0277600
PH01001109G0400	OS03G0277300
PH01001109G0450	OS01G0151100
PH01001109G0470	OS03G0277000
PH01001109G0630	OS03G0276900
PH01001110G0200	OS05G0163700
PH01001110G0250	OS05G0163900
PH01001110G0380	OS07G0675000
PH01001110G0400	OS05G0165500
PH01001110G0420	OS05G0168400
PH01001110G0430	OS05G0168700
PH01001110G0450	OS05G0168800
PH01001111G0030	OS07G0124600
PH01001111G0150	OS03G0769700
PH01001111G0260	OS03G0769100
PH01001111G0270	OS03G0769050
PH01001111G0480	OS03G0767600
PH01001112G0050	OS01G0794400
PH01001112G0070	OS01G0794500
PH01001112G0150	OS01G0795100
PH01001112G0390	OS01G0795200
PH01001112G0460	OS01G0796400
PH01001112G0470	OS01G0796500
PH01001112G0510	OS01G0796700
PH01001112G0620	OS01G0797600
PH01001112G0650	OS05G0497200
PH01001113G0010	OS03G0308800
PH01001113G0050	OS07G0568300
PH01001113G0110	OS07G0568600
PH01001113G0130	OS07G0568700
PH01001113G0200	OS07G0568900
PH01001113G0210	OS07G0569000
PH01001113G0300	OS07G0569500
PH01001113G0360	OS07G0569700
PH01001113G0470	OS01G0725800
PH01001113G0490	OS04G0455600
PH01001113G0580	OS01G0726400
PH01001113G0620	OS01G0727100
PH01001113G0650	OS01G0727700
PH01001114G0100	OS07G0470800
PH01001114G0140	OS07G0471000
PH01001114G0220	OS07G0471100
PH01001114G0480	OS07G0471900
PH01001115G0120	OS03G0268900
PH01001115G0280	OS03G0268600
PH01001115G0330	OS03G0268400
PH01001115G0390	OS03G0268300
PH01001115G0400	OS03G0268200
PH01001115G0410	OS05G0173500
PH01001115G0420	OS03G0268100
PH01001115G0440	OS03G0267800
PH01001115G0450	OS03G0267700
PH01001115G0480	OS03G0775400
PH01001115G0490	OS03G0267600
PH01001115G0500	OS03G0267500
PH01001115G0570	OS03G0266700
PH01001115G0590	OS03G0266800
PH01001115G0600	OS03G0266800
PH01001115G0640	OS03G0266300
PH01001115G0650	OS03G0266200
PH01001115G0660	OS03G0266100
PH01001115G0690	OS03G0266000
PH01001115G0700	OS03G0265900
PH01001115G0710	OS03G0265800
PH01001115G0740	OS03G0265700
PH01001116G0310	OS05G0315100
PH01001116G0330	OS01G0674700
PH01001116G0500	OS05G0220100
PH01001116G0520	OS05G0220100
PH01001117G0020	OS03G0800200
PH01001117G0090	OS05G0110900
PH01001117G0100	OS01G0248600
PH01001117G0110	OS01G0973600
PH01001117G0120	OS01G0974000
PH01001117G0170	OS05G0111300
PH01001117G0180	OS12G0552300
PH01001117G0190	OS01G0974300
PH01001117G0210	OS03G0606200
PH01001117G0220	OS01G0150200
PH01001117G0310	OS05G0112200
PH01001117G0440	OS05G0113900
PH01001117G0450	OS05G0114000
PH01001117G0550	OS01G0975900
PH01001117G0580	OS05G0115100
PH01001117G0590	OS01G0976000
PH01001117G0600	OS03G0280000
PH01001118G0090	OS02G0227400
PH01001118G0110	OS06G0558766
PH01001118G0420	OS02G0520100
PH01001118G0470	OS04G0398800
PH01001119G0190	OS03G0798600
PH01001119G0210	OS03G0798400
PH01001119G0270	OS03G0798200
PH01001119G0310	OS03G0797800
PH01001119G0320	OS03G0797700
PH01001119G0330	OS03G0797600
PH01001119G0470	OS03G0796900
PH01001119G0500	OS07G0181700
PH01001120G0010	OS06G0298200
PH01001120G0110	OS06G0298400
PH01001120G0120	OS06G0298500
PH01001120G0290	OS06G0300700
PH01001120G0300	OS06G0300800
PH01001120G0310	OS06G0716100
PH01001120G0370	OS06G0301000
PH01001120G0450	OS06G0301100
PH01001120G0590	OS06G0281800
PH01001120G0600	OS06G0281800
PH01001121G0130	OS11G0479100
PH01001121G0140	OS11G0479100
PH01001121G0330	OS10G0160000
PH01001121G0340	OS11G0473200
PH01001121G0400	OS11G0473000
PH01001122G0070	OS05G0163400
PH01001122G0120	OS05G0163100
PH01001122G0130	OS05G0163000
PH01001122G0260	OS05G0120100
PH01001122G0330	OS05G0162200
PH01001122G0410	OS01G0328400
PH01001122G0420	OS05G0160100
PH01001122G0430	OS01G0328700
PH01001122G0480	OS01G0329800
PH01001122G0490	OS01G0329900
PH01001123G0060	OS09G0370500
PH01001123G0170	OS09G0370200
PH01001123G0180	OS09G0370000
PH01001123G0290	OS09G0369400
PH01001123G0500	OS08G0408500
PH01001124G0470	OS01G0757200
PH01001125G0060	OS03G0729900
PH01001125G0210	OS07G0187400
PH01001125G0220	OS11G0432900
PH01001125G0270	OS03G0730400
PH01001125G0310	OS03G0730800
PH01001125G0390	OS03G0731050
PH01001125G0410	OS03G0731500
PH01001125G0420	OS09G0314300
PH01001125G0430	OS03G0731900
PH01001125G0500	OS03G0732100
PH01001125G0510	OS03G0732100
PH01001125G0580	OS01G0382400
PH01001126G0390	OS11G0294400
PH01001126G0450	OS12G0233600
PH01001127G0020	OS09G0453300
PH01001127G0180	OS09G0453000
PH01001127G0210	OS09G0452900
PH01001127G0260	OS09G0452200
PH01001127G0440	OS08G0467600
PH01001127G0450	OS09G0451500
PH01001127G0560	OS09G0451000
PH01001128G0130	OS12G0586300
PH01001128G0140	OS04G0561500
PH01001128G0270	OS06G0125500
PH01001128G0510	OS03G0610650
PH01001128G0590	OS03G0619400
PH01001128G0620	OS01G0250600
PH01001128G0680	OS08G0269000
PH01001129G0290	OS02G0220700
PH01001129G0320	OS02G0220500
PH01001129G0540	OS02G0219900
PH01001129G0570	OS02G0219400
PH01001131G0040	OS01G0184100
PH01001131G0060	OS05G0182000
PH01001131G0080	OS05G0182100
PH01001131G0090	OS05G0182201
PH01001131G0110	OS05G0182201
PH01001131G0150	OS05G0182500
PH01001131G0190	OS05G0182600
PH01001131G0380	OS06G0690900
PH01001131G0390	OS01G0746200
PH01001131G0400	OS05G0182700
PH01001131G0560	OS05G0183100
PH01001131G0620	OS01G0186700
PH01001132G0150	OS11G0117700
PH01001132G0230	OS12G0433133
PH01001133G0090	OS03G0719300
PH01001133G0100	OS03G0719400
PH01001133G0130	OS03G0719500
PH01001133G0250	OS03G0719900
PH01001133G0380	OS03G0720300
PH01001133G0580	OS03G0721200
PH01001134G0060	OS11G0153700
PH01001134G0130	OS11G0153300
PH01001134G0230	OS12G0152800
PH01001134G0460	OS06G0715000
PH01001134G0580	OS12G0209100
PH01001135G0080	OS03G0726200
PH01001135G0150	OS03G0726400
PH01001135G0160	OS03G0726500
PH01001135G0280	OS03G0726800
PH01001135G0290	OS03G0726900
PH01001135G0640	OS03G0727100
PH01001136G0170	OS05G0191700
PH01001136G0290	OS08G0431200
PH01001136G0350	OS05G0187800
PH01001136G0420	OS05G0187500
PH01001136G0490	OS05G0187000
PH01001137G0180	OS08G0477800
PH01001137G0250	OS08G0478200
PH01001137G0280	OS09G0464300
PH01001137G0340	OS08G0478500
PH01001137G0460	OS09G0465400
PH01001137G0480	OS09G0465600
PH01001137G0630	OS08G0479300
PH01001138G0130	OS10G0472400
PH01001138G0210	OS01G0500900
PH01001138G0400	OS10G0471400
PH01001138G0420	OS10G0471350
PH01001139G0030	OS11G0637200
PH01001139G0090	OS12G0514400
PH01001139G0200	OS11G0638900
PH01001139G0250	OS11G0640800
PH01001139G0290	OS11G0641200
PH01001139G0310	OS11G0641300
PH01001139G0460	OS03G0226600
PH01001140G0400	OS02G0304800
PH01001140G0500	OS02G0306401
PH01001140G0590	OS02G0306550
PH01001141G0100	OS07G0209100
PH01001141G0110	OS07G0209000
PH01001141G0170	OS07G0208900
PH01001141G0250	OS07G0209800
PH01001141G0260	OS07G0209800
PH01001141G0390	OS05G0499600
PH01001141G0430	OS05G0500500
PH01001141G0460	OS05G0500900
PH01001141G0550	OS04G0631600
PH01001142G0050	OS04G0475200
PH01001142G0060	OS04G0475200
PH01001142G0110	OS04G0473400
PH01001142G0120	OS04G0472900
PH01001142G0170	OS04G0472700
PH01001142G0200	OS01G0814800
PH01001142G0210	OS08G0126500
PH01001142G0220	OS04G0472500
PH01001142G0280	OS08G0504600
PH01001142G0340	OS02G0588700
PH01001142G0610	OS04G0471700
PH01001143G0020	OS05G0368300
PH01001143G0180	OS05G0367100
PH01001143G0250	OS05G0366600
PH01001143G0550	OS09G0423400
PH01001143G0650	OS05G0364500
PH01001144G0090	OS06G0562300
PH01001144G0260	OS06G0562600
PH01001145G0360	OS09G0378300
PH01001145G0370	OS12G0166500
PH01001145G0450	OS11G0573200
PH01001146G0220	OS06G0602600
PH01001146G0230	OS06G0602700
PH01001146G0270	OS05G0104100
PH01001146G0350	OS12G0639700
PH01001146G0360	OS06G0602900
PH01001146G0480	OS06G0602900
PH01001146G0490	OS06G0602900
PH01001147G0240	OS05G0422300
PH01001148G0310	OS02G0694700
PH01001148G0360	OS02G0694201
PH01001148G0410	OS02G0694100
PH01001148G0510	OS02G0693500
PH01001148G0600	OS02G0795000
PH01001149G0270	OS09G0110400
PH01001149G0310	OS09G0110300
PH01001149G0380	OS09G0110200
PH01001149G0520	OS09G0109800
PH01001150G0090	OS01G0850000
PH01001151G0280	OS04G0647300
PH01001151G0340	OS04G0645600
PH01001151G0350	OS04G0645500
PH01001151G0360	OS04G0645200
PH01001151G0370	OS04G0645100
PH01001151G0400	OS07G0409100
PH01001151G0610	OS04G0644675
PH01001151G0630	OS04G0647900
PH01001152G0320	OS10G0159800
PH01001152G0430	OS10G0160000
PH01001153G0030	OS07G0685500
PH01001153G0050	OS07G0685300
PH01001153G0100	OS07G0684100
PH01001153G0140	OS03G0327100
PH01001153G0180	OS07G0683900
PH01001153G0210	OS07G0683600
PH01001153G0250	OS03G0327800
PH01001153G0270	OS07G0682800
PH01001153G0300	OS07G0682700
PH01001153G0580	OS07G0682400
PH01001154G0030	OS12G0597000
PH01001154G0060	OS01G0775300
PH01001154G0070	OS12G0606100
PH01001154G0200	OS12G0597700
PH01001154G0250	OS12G0599700
PH01001154G0290	OS12G0600100
PH01001154G0310	OS12G0600100
PH01001154G0390	OS12G0600200
PH01001154G0580	OS12G0601200
PH01001154G0590	OS12G0601300
PH01001155G0070	OS10G0553800
PH01001155G0110	OS10G0555100
PH01001155G0120	OS10G0555200
PH01001155G0170	OS01G0195300
PH01001155G0300	OS10G0555900
PH01001155G0360	OS10G0556100
PH01001155G0410	OS10G0556700
PH01001155G0480	OS10G0557600
PH01001155G0490	OS02G0591800
PH01001155G0540	OS10G0559600
PH01001155G0560	OS10G0559700
PH01001156G0010	OS06G0565900
PH01001156G0060	OS06G0565300
PH01001156G0240	OS06G0565000
PH01001156G0490	OS06G0564100
PH01001156G0500	OS06G0563900
PH01001156G0580	OS06G0172600
PH01001157G0040	OS11G0249900
PH01001157G0140	OS11G0251200
PH01001157G0270	OS11G0251400
PH01001157G0380	OS11G0223201
PH01001157G0390	OS08G0205150
PH01001158G0110	OS02G0785800
PH01001158G0320	OS03G0672700
PH01001158G0410	OS06G0192500
PH01001158G0470	OS06G0192600
PH01001158G0570	OS06G0192800
PH01001158G0590	OS06G0192900
PH01001158G0600	OS06G0193000
PH01001158G0650	OS06G0193300
PH01001158G0670	OS06G0193400
PH01001159G0070	OS09G0474800
PH01001159G0150	OS08G0487800
PH01001159G0170	OS09G0474100
PH01001159G0310	OS05G0559000
PH01001159G0320	OS09G0473600
PH01001159G0360	OS09G0473400
PH01001159G0380	OS09G0473300
PH01001159G0470	OS09G0472100
PH01001159G0530	OS09G0471900
PH01001160G0010	OS11G0479100
PH01001160G0050	OS11G0479100
PH01001160G0280	OS11G0479232
PH01001160G0380	OS02G0564700
PH01001160G0450	OS02G0565000
PH01001160G0510	OS04G0445800
PH01001160G0560	OS02G0565400
PH01001161G0140	OS03G0749300
PH01001161G0280	OS03G0748800
PH01001161G0290	OS03G0748700
PH01001161G0310	OS03G0748500
PH01001161G0320	OS09G0552300
PH01001161G0330	OS03G0748400
PH01001161G0370	OS03G0748100
PH01001161G0380	OS03G0748000
PH01001161G0430	OS03G0747700
PH01001161G0520	OS03G0747300
PH01001162G0100	OS04G0208425
PH01001162G0160	OS04G0101800
PH01001162G0190	OS09G0356100
PH01001162G0240	OS04G0101400
PH01001162G0250	OS11G0545600
PH01001162G0350	OS11G0485900
PH01001163G0160	OS02G0523800
PH01001163G0190	OS02G0523500
PH01001163G0340	OS02G0521300
PH01001163G0360	OS02G0521300
PH01001164G0160	OS02G0611800
PH01001164G0340	OS02G0612300
PH01001164G0590	OS02G0612800
PH01001164G0610	OS02G0612900
PH01001164G0620	OS04G0502300
PH01001164G0630	OS03G0251500
PH01001165G0020	OS03G0656800
PH01001165G0130	OS03G0656500
PH01001165G0250	OS03G0656201
PH01001165G0430	OS03G0656000
PH01001165G0440	OS12G0624000
PH01001165G0550	OS03G0655400
PH01001165G0620	OS03G0655300
PH01001166G0090	OS01G0555800
PH01001166G0100	OS01G0555600
PH01001166G0210	OS01G0555200
PH01001166G0230	OS01G0555100
PH01001166G0340	OS01G0552300
PH01001166G0460	OS01G0551900
PH01001167G0090	OS08G0265300
PH01001167G0120	OS02G0597300
PH01001167G0150	OS11G0492200
PH01001167G0340	OS11G0496500
PH01001167G0360	OS11G0496600
PH01001167G0450	OS11G0139100
PH01001167G0570	OS11G0497000
PH01001168G0090	OS08G0115200
PH01001168G0120	OS07G0614100
PH01001168G0440	OS08G0113800
PH01001169G0070	OS01G0174000
PH01001169G0110	OS01G0174300
PH01001169G0230	OS01G0175000
PH01001169G0450	OS01G0175100
PH01001169G0490	OS10G0178500
PH01001169G0510	OS10G0178500
PH01001169G0620	OS01G0176200
PH01001169G0660	OS01G0176100
PH01001169G0670	OS01G0176300
PH01001170G0170	OS01G0328700
PH01001170G0180	OS01G0328600
PH01001170G0190	OS01G0328500
PH01001170G0240	OS01G0328400
PH01001170G0270	OS03G0185600
PH01001170G0300	OS01G0327600
PH01001170G0310	OS06G0269151
PH01001170G0330	OS01G0327600
PH01001170G0360	OS01G0327400
PH01001170G0420	OS01G0327100
PH01001170G0460	OS01G0326000
PH01001170G0470	OS01G0326000
PH01001170G0500	OS01G0323600
PH01001170G0630	OS01G0323300
PH01001171G0010	OS10G0559900
PH01001171G0040	OS10G0560000
PH01001171G0230	OS09G0485900
PH01001171G0330	OS01G0736400
PH01001172G0310	OS04G0209200
PH01001172G0320	OS04G0209200
PH01001173G0080	OS01G0734800
PH01001173G0190	OS01G0149900
PH01001173G0200	OS01G0736100
PH01001173G0360	OS05G0526400
PH01001173G0410	OS01G0737600
PH01001173G0590	OS01G0738000
PH01001174G0080	OS06G0164100
PH01001174G0160	OS06G0164000
PH01001174G0200	OS06G0164000
PH01001174G0210	OS06G0163600
PH01001174G0220	OS06G0163500
PH01001174G0310	OS06G0163400
PH01001174G0330	OS06G0163300
PH01001174G0350	OS06G0163300
PH01001174G0410	OS06G0163200
PH01001174G0420	OS06G0163000
PH01001174G0520	OS06G0162600
PH01001174G0580	OS06G0162500
PH01001175G0040	OS05G0171900
PH01001175G0060	OS05G0176100
PH01001175G0070	OS08G0501500
PH01001175G0120	OS05G0176500
PH01001175G0130	OS01G0175000
PH01001175G0200	OS05G0176800
PH01001175G0210	OS05G0176800
PH01001175G0230	OS05G0178000
PH01001175G0280	OS05G0178600
PH01001175G0320	OS05G0178900
PH01001175G0340	OS05G0179000
PH01001175G0390	OS05G0179300
PH01001175G0460	OS01G0179300
PH01001176G0150	OS07G0693800
PH01001176G0200	OS03G0290500
PH01001176G0210	OS03G0290500
PH01001176G0230	OS04G0691700
PH01001176G0340	OS03G0291500
PH01001176G0410	OS02G0699700
PH01001176G0510	OS03G0291800
PH01001176G0520	OS03G0291800
PH01001177G0030	OS03G0133300
PH01001177G0140	OS03G0133000
PH01001177G0440	OS10G0542700
PH01001177G0450	OS03G0132200
PH01001177G0520	OS03G0131900
PH01001177G0530	OS03G0131500
PH01001177G0570	OS03G0131300
PH01001178G0320	OS03G0200500
PH01001178G0330	OS03G0200600
PH01001178G0340	OS03G0200700
PH01001178G0350	OS03G0200800
PH01001178G0480	OS12G0406100
PH01001178G0490	OS06G0130500
PH01001178G0500	OS03G0201400
PH01001178G0560	OS03G0201700
PH01001179G0030	OS04G0505700
PH01001179G0110	OS08G0308700
PH01001179G0470	OS09G0111100
PH01001180G0090	OS06G0562300
PH01001180G0120	OS06G0562600
PH01001180G0250	OS06G0563000
PH01001180G0340	OS02G0224200
PH01001180G0520	OS06G0563900
PH01001181G0020	OS11G0114700
PH01001181G0030	OS12G0114100
PH01001181G0050	OS11G0113300
PH01001181G0080	OS11G0113200
PH01001181G0090	OS12G0112500
PH01001181G0130	OS12G0112200
PH01001181G0250	OS12G0111600
PH01001181G0290	OS11G0111800
PH01001181G0310	OS11G0110100
PH01001181G0320	OS11G0110066
PH01001181G0360	OS12G0110050
PH01001181G0370	OS12G0110000
PH01001181G0490	OS12G0108600
PH01001182G0030	OS01G0185300
PH01001182G0180	OS06G0594100
PH01001182G0340	OS06G0593200
PH01001182G0420	OS06G0593100
PH01001182G0430	OS02G0209100
PH01001182G0450	OS06G0143900
PH01001182G0460	OS06G0143900
PH01001182G0500	OS01G0591000
PH01001183G0120	OS05G0382600
PH01001183G0150	OS05G0383000
PH01001183G0420	OS05G0386000
PH01001184G0040	OS03G0327100
PH01001184G0160	OS07G0685000
PH01001184G0290	OS07G0685700
PH01001184G0320	OS07G0685800
PH01001184G0380	OS07G0686100
PH01001184G0410	OS07G0686400
PH01001184G0450	OS07G0686600
PH01001184G0470	OS02G0748100
PH01001184G0530	OS07G0687100
PH01001184G0580	OS07G0687200
PH01001184G0590	OS03G0319100
PH01001185G0030	OS05G0373000
PH01001185G0250	OS05G0372400
PH01001185G0430	OS09G0536800
PH01001186G0060	OS01G0162200
PH01001186G0080	OS01G0158600
PH01001186G0290	OS01G0159400
PH01001186G0310	OS01G0159400
PH01001186G0320	OS01G0159300
PH01001186G0460	OS01G0158400
PH01001186G0530	OS01G0158400
PH01001186G0550	OS01G0158100
PH01001186G0560	OS01G0158000
PH01001186G0590	OS01G0157900
PH01001187G0110	OS01G0581900
PH01001187G0210	OS06G0478600
PH01001187G0230	OS09G0281300
PH01001188G0360	OS07G0109400
PH01001189G0100	OS08G0305300
PH01001189G0220	OS09G0123100
PH01001189G0320	OS09G0121050
PH01001189G0340	OS09G0121000
PH01001190G0330	OS02G0710700
PH01001191G0010	OS09G0557900
