ID	SAM_mean	YIN_mean	MIN_mean	YNO_mean	MNO_mean
PH01001252G0190	7.67	6.43	10.55	4.85	2.87
PH01001252G0290	16.06	14	10.6	15.06	8.94
PH01001253G0160	16.18	13.25	11.94	15.36	15.15
PH01001253G0180	0.47	0.26	0.18	0.32	0.3
PH01001253G0290	12.71	14.91	10.53	13.44	8.58
PH01001253G0390	9.73	9.35	10.29	7.72	7.77
PH01001253G0400	13.1	14.52	14.78	10.43	6.92
PH01001253G0410	1.49	1.42	2	0.05	0
PH01001253G0420	26.47	30.5	28.68	25.75	15.68
PH01001253G0460	141.7	137.8	102.08	111.05	66.37
PH01001255G0050	37.52	34.93	40.13	45.76	36.85
PH01001255G0060	0.02	0.02	0.1	0.79	1.62
PH01001255G0100	4.9	4.99	3.87	5.11	1.84
PH01001255G0210	10.71	12.31	15.19	14.95	21.93
PH01001255G0270	3.81	5.97	6.14	4.2	5.63
PH01001255G0300	15.82	7.03	1.8	7.94	0.76
PH01001255G0360	22.59	22.96	20.23	29.93	25.36
PH01001255G0430	28.19	27.66	24.57	35.3	22.32
PH01001255G0440	18.62	23.03	27.61	19.8	17.28
PH01001255G0550	35.96	32.6	28.65	30.47	22.35
PH01001255G0590	49.72	58.74	83.95	52.91	76.15
PH01001256G0210	55.96	47.99	41.3	48.17	36.69
PH01001256G0220	31.98	26.13	23.59	24.05	19.95
PH01001256G0230	1.18	0.89	1.14	0.8	0.91
PH01001258G0050	0.67	0.88	2.72	1.55	2.61
PH01001258G0100	1.39	0.45	0.18	1.72	0.4
PH01001258G0110	3.86	3.52	4.1	5.2	5.31
PH01001258G0160	21.06	29.32	39.09	31.2	22.29
PH01001258G0260	136.92	219.95	365.67	250.89	408.51
PH01001258G0290	3.91	8.57	12.05	19.82	11.79
PH01001258G0330	13.62	12.34	8.51	2.49	1.88
PH01001258G0350	0.96	1.14	1	0.47	0.64
PH01001258G0440	137.46	188.97	241.82	200.68	219.64
PH01001258G0470	7.07	10.51	25.4	68.66	120.64
PH01001259G0100	42.07	40.48	33.22	41.9	35.72
PH01001259G0190	17.9	17.56	14.33	25.57	17.72
PH01001259G0200	39.38	37.95	44.37	34.49	35.73
PH01001259G0220	0.89	0.45	1.39	0.9	2.44
PH01001259G0240	24.07	26.02	22.95	18.66	11.21
PH01001259G0270	16.55	13.34	12.85	12.47	10.56
PH01001259G0310	35.29	30.26	29.37	27.54	16.95
PH01001260G0050	322.76	325.83	418.25	408.76	654.41
PH01001260G0090	27.19	28.73	28.32	27.02	17.7
PH01001260G0140	58.7	60.14	48.6	84.91	57.55
PH01001260G0150	9.29	9.66	7.69	9.83	4.39
PH01001260G0160	4.66	4.72	4.75	4.65	2.81
PH01001260G0170	2.89	2.84	2.48	2.95	2.11
PH01001260G0210	4.44	4.06	5.2	3.06	5.04
PH01001260G0230	74.44	81.81	59.48	71.41	130.51
PH01001260G0280	4.49	2.49	0.74	2.33	0.24
PH01001260G0290	1.62	0.92	1.14	0.88	0.57
PH01001260G0320	161.1	146.04	127.37	145	129.11
PH01001260G0430	11.59	11.7	14.07	9.55	15.11
PH01001260G0440	13.3	12.81	15.56	12.56	18.62
PH01001260G0450	1.43	0.87	0.23	0.4	0
PH01001260G0550	1.24	2.1	1.45	1.72	1.61
PH01001261G0140	20.86	16.18	14.31	18.88	8.95
PH01001261G0170	17.59	15.47	5.85	16.79	0.66
PH01001261G0230	0.97	1.42	7.69	3.49	12.27
PH01001261G0490	1.91	7.64	17.66	4.57	10.19
PH01001261G0560	172.91	179.02	124.52	132.78	76.3
PH01001262G0080	0.65	0.43	1.19	1.24	0.88
PH01001262G0110	14.17	13.71	13.74	12.43	11.47
PH01001262G0150	0.41	1.15	9.57	2.42	15.78
PH01001262G0160	70.43	66.77	56.31	59.57	45.86
PH01001262G0190	36.39	45.33	36.23	33.58	19
PH01001262G0210	118.86	151.26	190.94	122.99	170.7
PH01001262G0230	3.22	6.88	10.7	16.93	12.93
PH01001262G0260	0.89	1.51	2.14	0.63	1.08
PH01001262G0280	0	0.75	0.93	0.24	0
PH01001262G0330	744.68	762.94	695.12	768.23	1040.16
PH01001262G0380	11.21	8.36	8.24	4.47	1.92
PH01001262G0400	11.57	13.2	12.41	12.44	9.29
PH01001262G0410	40.41	31.63	24.51	31.68	20.58
PH01001262G0550	35.81	69.97	568.36	306.3	1043.8
PH01001263G0090	33.36	58.97	114.48	52.28	103.94
PH01001263G0390	123.56	111.98	72.97	79.22	38.3
PH01001263G0420	8.41	8.72	8.14	5.77	4.71
PH01001263G0440	15.55	15.76	16.34	12.99	8.94
PH01001263G0480	199.62	198.37	157.11	134.13	83.09
PH01001264G0260	89.87	71.41	69.8	73.01	47.22
PH01001264G0280	29.76	27.66	30.39	41.36	36.96
PH01001264G0310	9.39	7.04	2.88	5.32	0.23
PH01001264G0320	7.57	5.15	4.01	5.67	2.05
PH01001264G0430	36.07	30.46	22.41	26.88	16.94
PH01001264G0440	6.25	3.86	1.59	2.61	1.11
PH01001265G0110	10.88	9.45	10.27	7.68	7.45
PH01001266G0180	0.14	0.34	0.54	0.22	0.02
PH01001266G0230	1.95	2.59	1.83	1.33	0.87
PH01001266G0290	114.72	108.59	175.64	107.73	200.48
PH01001266G0420	19.38	18.86	31.2	27.89	28.57
PH01001266G0430	8.86	9.94	11.47	10.68	9.99
PH01001266G0500	68.58	60.51	38.68	49.36	23.1
PH01001266G0620	0.58	0.61	0.63	0.88	0.96
PH01001267G0120	69.39	78.23	111.11	98.7	134.85
PH01001267G0140	49.68	50.01	46.78	59.88	56.87
PH01001267G0150	4.66	2.23	1.22	3.05	1.35
PH01001267G0310	4.92	3.9	1.3	4.56	1.37
PH01001267G0360	48.05	50.33	63.89	48.64	63.15
PH01001267G0380	13.34	9.48	6.51	6.7	8.56
PH01001268G0140	5.59	4.62	5.47	3.61	4.51
PH01001268G0150	6.3	8.21	9.8	9.88	13.18
PH01001268G0180	1.79	0.95	1.58	3.63	2.89
PH01001268G0190	549.08	590.42	547.12	448.11	372.39
PH01001268G0200	4.78	5.67	5.49	3.17	1.74
PH01001268G0250	0.21	0.08	0.21	0.48	0.19
PH01001268G0330	102.86	92.18	40.87	93.61	3.96
PH01001268G0390	4.88	4.59	4.72	5.75	7.42
PH01001268G0460	14.21	11.9	10.27	10.36	7.01
PH01001268G0470	2.24	1.5	1.78	1.09	1.65
PH01001268G0480	17.78	16.18	12.86	12.89	8.17
PH01001268G0520	44.98	31.45	13.83	19.93	9.51
PH01001269G0020	108.38	103.34	138.06	144.09	248.86
PH01001269G0070	28.3	25.44	29.72	30.78	36.19
PH01001269G0160	58.67	73.92	110.1	72.78	95.46
PH01001269G0190	27.43	16.73	10.9	13.71	8.62
PH01001269G0350	3.26	3.91	2.93	2.95	1.73
PH01001269G0430	4.54	3.55	3.68	3.27	3.52
PH01001269G0450	3.95	2.92	2.31	3.35	2.89
PH01001270G0050	42.32	34.26	39.95	39.19	38.1
PH01001270G0140	172.47	198.5	200.13	187.47	176.68
PH01001270G0420	6.44	3.78	4.08	5.04	15.57
PH01001271G0050	3.03	3.49	5.13	1.27	1.17
PH01001271G0230	7.1	5.04	3.11	0.72	0.57
PH01001271G0280	2.46	2.05	1.67	1.4	1.17
PH01001271G0480	0.37	0	0.24	1.15	1.54
PH01001272G0010	27.42	22.03	28.25	27.15	43.07
PH01001272G0020	89.37	90.68	107.25	93.1	91.23
PH01001272G0030	1.08	1.42	3.15	29.34	22.64
PH01001272G0140	19.01	20.37	42.01	47.96	29.07
PH01001272G0220	3.5	2.55	3.34	3.47	2.01
PH01001272G0410	37.25	31.74	33.26	48.1	36.94
PH01001272G0420	7.97	10.52	17.26	14.97	17.01
PH01001272G0440	3.69	12.28	29.86	27.01	71.36
PH01001273G0010	16.88	14.92	9.62	12.02	8.92
PH01001273G0090	32.54	27.66	25.99	29.44	28.55
PH01001273G0220	11.01	11.8	14.48	12.07	9.36
PH01001273G0410	15.45	13.13	13.06	10.05	4.26
PH01001274G0060	30.43	32.09	40.62	28.02	31.11
PH01001274G0070	59.33	55.85	67.72	45.91	53.63
PH01001274G0080	11.36	7.43	3.04	4.56	0.92
PH01001274G0090	34.47	29.78	34.35	46.52	46.04
PH01001274G0100	17.24	17.01	17.26	25.84	23.23
PH01001274G0130	14.36	20.8	21.12	62.11	54.05
PH01001274G0260	123.74	90.74	64.58	101.67	99.59
PH01001274G0290	80.45	52.64	16.46	36.48	6.96
PH01001274G0310	32.16	30.1	32.43	36.47	36.28
PH01001274G0330	42.63	41.51	35.04	45.4	33.8
PH01001274G0360	1.47	1.07	0.9	21.44	13.53
PH01001274G0440	14.82	16.78	19.65	12.74	17.31
PH01001274G0460	73.62	71.24	61.71	62.93	64.38
PH01001274G0540	30.45	28.18	29.04	24.88	24.73
PH01001274G0560	106.54	95.33	80.4	108.23	108.57
PH01001275G0250	0.45	0.55	0.91	0.49	0.05
PH01001275G0330	0.64	0.97	1.04	4.69	0.41
PH01001275G0360	0.34	1.11	2	4.64	8.43
PH01001275G0370	0.25	0.37	0.45	0.45	0.15
PH01001275G0420	71.57	60.05	48.96	62.32	49.09
PH01001275G0430	561.45	469.03	400.16	761.89	625.4
PH01001275G0480	31.36	29.37	27.31	24.74	19.31
PH01001275G0490	27.74	26.17	22.05	23.08	15.12
PH01001275G0530	34.79	27.18	26.45	31.55	27.37
PH01001276G0150	1.08	0.91	3.61	1.33	1.89
PH01001276G0250	7.8	7.01	2.79	3.58	1.68
PH01001276G0380	56.95	60.83	109.38	86.23	81.61
PH01001276G0430	12.26	10.95	10.6	10.43	8.47
PH01001276G0460	0.68	0.79	1.18	0.82	1.12
PH01001276G0580	9.6	5.56	7.58	9.19	8.87
PH01001276G0590	24.67	18.58	15.8	24.35	18.22
PH01001277G0190	10.99	9.94	13.22	10.67	18.18
PH01001277G0290	28.84	26.82	29.63	30.24	35.2
PH01001278G0230	2.86	1.66	1.17	7.51	1.01
PH01001278G0250	18.45	16.47	8.52	28.78	9.89
PH01001278G0450	61.95	22.99	4.8	0.39	0.25
PH01001279G0020	6.22	5.59	8.1	3.2	11.23
PH01001279G0150	4.48	4.86	5.85	3.8	4.63
PH01001279G0250	20.02	13.81	8.91	6.34	11.61
PH01001279G0300	10.65	8.08	6.4	9.33	6.57
PH01001280G0060	11.73	28.77	89.53	12.07	30.74
PH01001280G0150	5.44	3.47	1.76	1.75	0.85
PH01001280G0400	16.85	7.2	6.82	51.92	22.65
PH01001280G0510	156.94	189.44	127.57	311.44	377.41
PH01001280G0560	6.35	5.9	6.3	10.09	18.41
PH01001280G0570	6.59	5.48	5.29	9.09	9.04
PH01001281G0070	0.35	0.31	0.56	0.81	0.91
PH01001281G0080	6.14	8.05	6.63	4.24	2.79
PH01001281G0090	0.9	0.73	0.8	0.6	1.07
PH01001281G0100	22.66	20.3	29.39	14.31	11.8
PH01001281G0230	4.88	5.77	2.59	0.77	0.41
PH01001281G0250	144.33	121.77	53.39	82.42	3.58
PH01001281G0260	29.55	23.33	20.51	24.48	23.14
PH01001281G0290	18.19	22.17	45.96	62.86	109.53
PH01001281G0320	15.43	17.8	28.09	23.54	19.7
PH01001281G0380	30.5	27.48	19.5	19.7	9.29
PH01001281G0390	20.95	22.74	14.63	16.02	10.27
PH01001281G0400	1.4	0.94	0.75	0.77	0.3
PH01001281G0430	2.09	2.18	5.63	3.91	10.17
PH01001281G0440	5.36	4.84	4.17	5.19	2.72
PH01001283G0080	11.03	8.83	6.93	7.54	5.16
PH01001283G0270	39.41	34.46	40.01	36.74	46.63
PH01001283G0360	5.97	14.62	12.2	99.2	28.2
PH01001283G0440	6.62	9.9	9.49	7.35	10.57
PH01001283G0450	0.2	0.72	1.23	0.23	0.54
PH01001283G0470	0.7	0.39	1.37	0.37	1.09
PH01001283G0510	18.5	25.17	32.04	22.87	58.6
PH01001285G0150	1.38	25.28	60.16	5.95	17.07
PH01001285G0370	4.58	2.48	1.55	2.06	3.63
PH01001285G0390	3.23	8.13	32.39	78.79	485.86
PH01001285G0430	15.21	15.89	5.01	13.02	7.49
PH01001285G0450	1.63	2.08	3.35	0.2	0.29
PH01001285G0460	23.45	26.38	33.57	22.63	32.82
PH01001286G0020	22.16	18.71	11.13	18.48	7.5
PH01001286G0160	6.97	17.42	13.36	14.24	13.21
PH01001286G0190	0.93	1.92	3.04	2.64	6.39
PH01001286G0440	0	0.06	0.08	0.31	10.42
PH01001287G0020	15.98	16.79	23.24	17.39	21.31
PH01001287G0090	14.62	35.2	58.18	34.07	70.82
PH01001287G0120	221.37	173.18	85	181.16	73.27
PH01001287G0150	60.84	63.02	149.12	19.88	33.09
PH01001287G0210	54.2	25.01	20.85	18.84	9.88
PH01001287G0410	2.63	0.29	0.79	1.41	0
PH01001287G0430	7.56	5.1	4.54	5.05	19.63
PH01001287G0440	3.26	2.41	1.99	2.58	1.36
PH01001288G0020	19.91	14.78	18.53	18.52	16.19
PH01001288G0030	11.74	9.9	11.07	9.28	7
PH01001288G0050	22.94	21.18	36.1	40.78	62.33
PH01001288G0100	0.07	0.54	0.71	1.08	25.26
PH01001288G0190	1615.07	916.91	643.39	3390.58	1567.59
PH01001288G0210	11.73	11.92	11.04	10.7	9.55
PH01001288G0390	1.14	0.23	1.93	0.64	0.93
PH01001288G0520	3.03	1.93	0.14	0	0.11
PH01001289G0130	19.48	23.11	15.01	17.6	17.7
PH01001289G0150	14.3	17.01	13.92	12.88	9.3
PH01001289G0250	38.2	37.61	48.41	46.2	66.54
PH01001289G0260	8.22	8.42	6.32	8.46	1.39
PH01001289G0400	1.59	1.67	1.32	1.45	0.76
PH01001289G0520	20.15	26.86	33.51	22.89	32.89
PH01001291G0040	2.99	2.51	0.61	0.35	0
PH01001291G0230	27.25	33.45	57.78	31.06	31.62
PH01001291G0360	175.81	153.52	74.33	65.68	25.92
PH01001291G0390	23.53	21.2	21.13	23.66	17.91
PH01001291G0400	13.17	12.69	12.82	14.34	11.21
PH01001291G0490	154.13	178.8	163.81	183.64	185.17
PH01001292G0070	6.97	6.11	2	5.04	2.39
PH01001292G0090	14.06	14.13	14.86	16.98	17.72
PH01001292G0190	4.85	2.99	1.87	6.12	3.44
PH01001292G0230	53.67	48.21	37.28	41.62	25.81
PH01001292G0240	50.68	44.31	37.04	35.71	22.86
PH01001292G0350	0.09	0.25	0.77	1.27	4.09
PH01001292G0400	1658.7	2318.63	2162.32	1617.74	970.62
PH01001293G0010	9.38	7.43	1	2.71	6.93
PH01001293G0060	132.15	55.17	17.61	44.66	13.09
PH01001293G0290	2.8	2.34	2.92	2.74	4.81
PH01001293G0310	16.78	16.52	12.48	21.98	12.9
PH01001293G0420	12.5	11.11	15.26	13.49	23.22
PH01001294G0150	10.4	9.28	7.61	5.05	3.95
PH01001294G0180	1.58	2.3	2.28	0.82	1.6
PH01001294G0220	13.52	26.93	55.57	12.86	137.64
PH01001294G0310	28.04	28.82	26.08	21.32	19.54
PH01001294G0500	3.59	6.49	6.18	10.42	21.4
PH01001294G0510	0.46	0.78	1.25	1.37	1.87
PH01001295G0060	47.3	38.53	40.55	59.64	60.53
PH01001295G0130	1.95	1.39	1.33	5.3	3.39
PH01001295G0360	49.07	44.56	29.59	58.86	6.68
PH01001295G0420	18.85	14.46	13.98	15.01	13.61
PH01001295G0430	0.41	0.44	3.22	1.94	2.97
PH01001295G0450	140.83	101.04	32.12	71.58	1.34
PH01001295G0520	51.07	47.67	19.54	45.32	1.04
PH01001295G0530	10.05	9.33	10	7.23	6.72
PH01001296G0420	56.52	48.58	45.27	49.96	38.69
PH01001296G0500	107.7	98.84	80.2	99.07	69.26
PH01001297G0010	43.89	41.8	32.71	30.6	22.18
PH01001297G0190	2.64	0.98	0.46	0	0.05
PH01001297G0270	39.99	39.48	28.57	32.23	20.93
PH01001297G0300	12.41	11.37	11.82	11.57	14.4
PH01001297G0310	20.29	11.91	4.8	7.01	0.48
PH01001297G0340	19.64	13.69	9.03	16.35	3.56
PH01001297G0380	1.19	2.48	3.06	1.71	3.31
PH01001297G0530	15.15	12.71	13.18	13.11	14.17
PH01001298G0060	1.23	1.39	1.08	0.67	1.21
PH01001298G0070	4.39	4.39	3.55	4.38	1.33
PH01001298G0080	2.94	2.94	2.57	2.37	2.06
PH01001298G0090	32.57	32.3	35.64	33.29	62.8
PH01001298G0150	42.08	42.93	26.45	52.33	34.77
PH01001298G0180	103.41	116.88	170.01	167.05	213.59
PH01001298G0250	216.4	88.92	35.09	187.44	102.78
PH01001298G0380	18.53	16.71	19.98	21.61	18.67
PH01001298G0390	150.23	157.8	130.49	148.44	120.39
PH01001298G0400	13.46	12.81	17.74	16.09	24.9
PH01001298G0410	12.31	11.66	9.58	7.91	8.13
PH01001298G0450	49.8	43.43	40.99	34.08	34.31
PH01001298G0620	0.04	0.09	1.51	0.28	3.18
PH01001299G0140	2.23	1.06	3.08	1.2	3.16
PH01001299G0200	7.99	8.68	10.34	63.89	86.52
PH01001299G0250	7.74	6.63	6.93	26.54	81.07
PH01001299G0350	1.3	5.75	11.74	33.13	137.54
PH01001299G0360	0.22	0.83	0.56	0.64	2.06
PH01001299G0390	16.56	18.66	16.46	14.22	9.95
PH01001299G0480	8.53	7.31	6.14	9.1	4.86
PH01001299G0500	34.29	29.25	29.73	20.38	14.24
PH01001299G0570	7.5	10	11.2	9.57	21.63
PH01001300G0350	68.76	98.49	173.96	125.61	217.33
PH01001300G0390	44.03	46.7	38.63	42.47	31.54
PH01001300G0520	2.58	3.04	1.8	3.43	2.63
PH01001300G0540	0.49	0.33	0.2	0.51	0.15
PH01001301G0200	0.02	0.03	0.07	0.48	2.19
PH01001301G0320	7.09	5.17	4.39	4.25	4.83
PH01001302G0050	0.06	0.54	0.91	0.18	1.31
PH01001302G0300	0.52	1.12	0.55	1.23	0.58
PH01001302G0370	16.17	15.53	12.4	16.27	17.24
PH01001302G0450	13.26	11.71	10.8	13.35	9.61
PH01001302G0470	57	50.89	46.05	51.27	35.56
PH01001302G0480	22.62	40.22	32.35	38.29	45.09
PH01001302G0500	182.81	166.66	110.31	197.45	47.12
PH01001303G0110	1.29	0.8	1.21	0.56	0.83
PH01001303G0370	26.59	35.08	38.83	24.6	19.67
PH01001304G0090	10.24	12.34	6.22	1.29	0.82
PH01001304G0330	87.36	77.04	57.82	52.87	56.47
PH01001305G0100	82.34	84.39	76.16	72.66	77.12
PH01001305G0130	13.42	8.71	10.93	12.95	18.41
PH01001305G0260	0.95	0.59	0.81	0.82	0.69
PH01001305G0360	33.66	37.73	54.29	43.6	44.65
PH01001306G0070	4.51	4.04	1.52	3	0.07
PH01001306G0080	21.71	15.19	4.82	9.43	0.81
PH01001306G0130	196.52	151.08	154.32	161.29	186.49
PH01001306G0160	2.33	1.46	0.83	1.07	0.4
PH01001306G0400	2.28	9.14	39.66	4.89	26.1
PH01001307G0060	91.2	112.61	167.66	96.22	144.1
PH01001307G0260	8.19	9.4	11.74	8.13	4.37
PH01001307G0280	1.6	1.23	1.24	1.6	0.37
PH01001307G0310	56.37	53.44	40.86	42.96	32.61
PH01001308G0030	44.99	26.15	7.75	8.58	4
PH01001308G0070	2.54	5.51	6.23	2.8	11.59
PH01001308G0140	18.65	18.2	16.95	16.71	12.24
PH01001308G0200	6.03	5.6	6.56	3.98	3.45
PH01001308G0210	80.69	92.98	108.53	69.49	52.37
PH01001308G0380	35	38.73	33.61	42.17	26.86
PH01001308G0400	0.27	0.32	0.81	0.85	0.37
PH01001308G0410	7.82	11.23	12.94	8.82	9.07
PH01001308G0500	0.95	0.92	2.27	1.23	1.83
PH01001308G0590	219.97	263.28	328.99	271.18	362.03
PH01001309G0030	0.93	2.46	11.39	6.23	44.79
PH01001309G0120	0.21	0.41	0.49	2.8	4.8
PH01001309G0230	1.36	1.34	0.94	0.85	0.17
PH01001309G0250	9.7	8.16	7.68	7.39	7.15
PH01001310G0040	7.04	8.87	12.1	7.22	13.03
PH01001310G0310	10.76	15.28	22.83	11.26	18.66
PH01001310G0330	37.09	54.49	78.1	53.3	77.29
PH01001310G0380	31.62	29.18	19.86	24.07	11.97
PH01001311G0220	4.58	3.99	2.47	2.59	5.93
PH01001311G0420	8.79	8.07	7.87	5.78	6.59
PH01001311G0450	1.65	4.07	4.28	3.3	8.61
PH01001311G0460	0.66	2.87	2.98	1.17	10.33
PH01001311G0510	22.15	20.24	21.15	18.28	19.2
PH01001311G0530	11.11	11.05	14.2	8.61	11.94
PH01001312G0100	27.68	26.38	17.61	22.17	12.04
PH01001313G0070	4.37	2.65	1.51	3.2	0.12
PH01001313G0120	70.27	75.42	81.11	99.17	124.5
PH01001313G0290	34.66	34.69	29.37	25.78	15.9
PH01001313G0300	2.14	2.37	2.87	0.86	0.72
PH01001313G0310	52.32	52.6	48.96	43.04	30.72
PH01001313G0320	10.67	14.47	17.79	4.58	2.17
PH01001314G0230	3.96	3.85	3.96	1.49	0.97
PH01001314G0350	250.19	231.34	229.47	236.57	328.19
PH01001314G0520	37.46	38.66	40.05	39.93	40.68
PH01001314G0550	18.29	16.66	13.76	15.93	14.06
PH01001315G0110	28.09	26.96	27.45	99.9	69.25
PH01001315G0210	23.3	23.17	25.87	26.84	26.64
PH01001315G0270	19.11	17.35	18.32	18	14.65
PH01001315G0280	11.28	11.58	12.35	11.03	9.28
PH01001315G0340	10.84	10.81	9.2	10.65	13.93
PH01001315G0350	8.97	9.14	7.1	8.61	5.29
PH01001315G0360	68.18	70.61	63.05	46.88	42.74
PH01001315G0450	75.97	72.58	107.24	84.52	200.82
PH01001316G0020	12.31	14.32	20.36	11.41	15.68
PH01001316G0110	8.31	10.24	9.56	9.61	2.74
PH01001316G0350	25.93	25.44	21.88	21.38	19.98
PH01001317G0090	0.99	0.79	0.48	0.48	1.11
PH01001317G0150	30.24	27.54	21.6	24.27	25.38
PH01001317G0160	1508.54	1747.16	3250.07	1408.14	3801.95
PH01001317G0180	89.81	81.02	77.76	60.3	48.84
PH01001317G0200	1.89	0.51	0.15	0	0
PH01001317G0210	15.37	12.64	9.96	14.22	8.79
PH01001317G0220	109.04	108.17	90.04	100.3	74.78
PH01001317G0230	0.93	1	0.19	0	8.39
PH01001317G0310	0.63	1.86	1.82	0.43	2.37
PH01001317G0380	16.6	15.53	23.76	18.76	28.16
PH01001317G0420	8.37	11.02	16.93	10.17	18.45
PH01001317G0490	27.67	25.89	30.52	27.17	32.8
PH01001318G0180	4.48	19.22	24.81	5.57	12.31
PH01001318G0290	41.35	48.61	38.59	32.22	34.62
PH01001318G0310	1194.69	1198.81	1136.17	1190.44	1363.02
PH01001318G0370	17.36	23.08	18.68	14.92	5.4
PH01001318G0390	14.35	9.44	3.67	4.96	3.41
PH01001318G0470	117.45	119.92	98.06	88.02	86.94
PH01001318G0480	9.76	7.22	11.28	8.61	3.19
PH01001319G0100	1.76	1.88	0.87	1.53	0.47
PH01001319G0360	0.69	1.06	0.68	1.46	0.14
PH01001319G0510	3.55	3.01	2.28	2.31	1.46
PH01001320G0360	3.39	2.43	0.74	2.15	1.17
PH01001320G0410	0	0.8	1.15	0.33	0.36
PH01001320G0420	4.91	4.56	3.63	5.28	2.66
PH01001321G0140	0.88	0.48	0.28	0.62	0.6
PH01001321G0320	13.19	10.04	5.5	7.65	5.4
PH01001321G0350	19.28	17.05	13.99	17.29	11.73
PH01001321G0360	15.54	7.52	3.68	9.81	5.27
PH01001322G0070	0.1	0	0.25	0.38	2.67
PH01001322G0240	38.95	56.72	95.55	79.21	103.61
PH01001324G0200	3.77	4.05	3.46	2.74	2.12
PH01001324G0480	0.19	0.4	0.47	0.4	0.48
PH01001325G0140	5.92	7.73	8.72	5.62	4.85
PH01001325G0340	10.63	8.19	6.84	7.54	3.54
PH01001325G0370	5.62	4.72	2.86	4.16	3.35
PH01001325G0420	35.67	66.51	77.37	71.99	81.93
PH01001325G0470	104.24	102.44	89.11	90.21	87.74
PH01001325G0480	0.11	0.25	0.73	0.68	3.61
PH01001325G0490	0.19	0.26	0.42	1.64	5.17
PH01001325G0570	164.09	152.61	175.95	163.81	248.83
PH01001325G0580	5.4	4.83	4.23	2.81	2.26
PH01001325G0590	2.29	1.92	1.32	1.32	1.54
PH01001326G0210	0.44	0.31	1.07	0.47	2.63
PH01001326G0300	40.18	28.34	25.26	41.02	44.63
PH01001326G0310	52.48	39.6	18.17	28.38	11.76
PH01001326G0320	34.74	24.25	11.14	18.71	6.69
PH01001326G0330	2.51	2.03	1.25	0.5	0.38
PH01001326G0350	18.88	17.71	18.2	17.27	14.35
PH01001326G0410	54.95	46.75	28.61	33.22	17.84
PH01001326G0430	50.36	45.44	27.9	32.01	16.22
PH01001326G0480	1.11	1.22	1.44	0.83	0.37
PH01001326G0560	104.42	96.49	74.98	74.04	52.75
PH01001327G0090	641.65	664.51	607.79	516.65	553.44
PH01001327G0100	11.8	16.47	8.27	6.59	1.94
PH01001327G0170	23.5	31.04	31.08	24.15	16.41
PH01001327G0370	1.22	1.79	2.28	1.11	0.67
PH01001327G0480	236.16	226.7	193.94	236.07	172.54
PH01001327G0530	42.77	31.4	19.05	80.46	46.69
PH01001328G0190	1.52	2.13	1.51	0.95	1.09
PH01001328G0200	76.06	85.69	62.72	54.85	32.9
PH01001328G0330	35.32	31.08	25.96	31.14	24.44
PH01001328G0340	112.64	127.2	125.73	152.31	50.38
PH01001328G0400	1.51	2.08	0.88	0.26	0
PH01001328G0500	0.18	0.48	0.32	0.27	0.37
PH01001328G0510	74.45	70.89	59.33	63.24	65.15
PH01001328G0520	12.66	8.64	7.79	9.02	7.73
PH01001328G0570	4.29	3.63	2.79	3.49	1.37
PH01001328G0600	0.73	0.65	0.78	1.48	1.09
PH01001329G0070	20.1	19.05	15.95	16.31	13.47
PH01001329G0090	3.45	1.68	1.57	14.02	7.37
PH01001329G0110	16.78	15.79	10.47	11.03	5.6
PH01001329G0120	28.14	24.95	17.87	15.29	11.35
PH01001329G0260	0.55	1.27	1.91	0.56	1.66
PH01001329G0420	101.74	89.94	88.55	69.74	52.78
PH01001329G0490	3.68	2.88	1.79	8.51	7.36
PH01001330G0300	44.88	47.1	76.33	76.52	143.86
PH01001330G0530	164.92	134.85	97.89	141.05	105.61
PH01001331G0040	0.46	0.37	0.36	2.98	1.41
PH01001331G0120	15.94	6.15	6.13	1.47	1.04
PH01001331G0210	55.22	54.42	49.49	45.01	30.53
PH01001331G0260	27.94	26	25.93	23.95	22.36
PH01001331G0320	18.61	18.13	11.74	11.23	5.38
PH01001331G0470	38.41	38.71	37.43	30.26	26.01
PH01001331G0500	35.68	37.2	29.4	26.83	25.61
PH01001331G0510	46.35	52.81	80.22	66.21	90.43
PH01001331G0540	15.31	19.94	27	19.17	26.38
PH01001332G0050	23.95	45.96	68.58	22.81	35.45
PH01001332G0120	86.32	118.42	195.94	93.63	245.99
PH01001332G0240	20.91	16.98	8.53	9.95	1.63
PH01001332G0380	4.05	2.75	1.55	2.01	0.19
PH01001332G0400	5.35	4.94	2.22	4.6	0.46
PH01001332G0410	11.71	9.79	9.84	5.76	3.3
PH01001333G0160	13.36	13.1	6.86	11.16	4.37
PH01001333G0190	27.97	28.23	26.88	20.66	26.9
PH01001333G0210	46.76	44.67	64.08	32	56.96
PH01001333G0220	53.87	56.96	62.95	65	71.75
PH01001333G0350	15.25	11.08	4.49	9.08	0.61
PH01001333G0360	5.2	3.53	1.21	3.03	0.21
PH01001333G0420	15.77	18	20.39	17.25	22.34
PH01001333G0430	1.25	1.88	1.11	1.56	0.73
PH01001334G0350	16.39	16.21	20.61	12.7	10.83
PH01001336G0140	4.87	3.92	5	3.74	5.05
PH01001336G0150	10.12	13.58	13.61	11.29	11.04
PH01001336G0160	10.14	9.17	8.53	7.27	7.73
PH01001336G0290	2.86	4.12	13.72	23.31	11.15
